title,type,price,private_owner,professional_name,floor_built,floor_area,floor,year_built,orientation,bedrooms,bathrooms,second_hand,lift,garage_included,furnished,terrace,balcony,storeroom,swimming_pool,garden_area,location,district,postalcode
"Flat / apartment for rent in calle de Claudio Coello, Madrid, 53 -55",Flat,8910,False,Home Club,140,,5th,,,3,2,True,True,False,True,True,False,False,False,False,"Calle de Claudio Coello, Madrid, 53 -55, Subdistrict Recoletos, District Barrio de Salamanca, Madrid, Madrid city, Madrid",Barrio de Salamanca,28001.0
"Flat / apartment for rent in Claudio Coello, 88",Flat,3375,False,Home Club,91,,6th,,,2,2,True,True,False,True,False,False,False,False,False,"Claudio Coello, 88, Subdistrict Castellana, District Barrio de Salamanca, Madrid, Madrid city, Madrid",Barrio de Salamanca,28006.0
"Flat / apartment for rent in conde de aranada, 1",Flat,2835,False,Home Club,70,,1st,,,1,1,True,True,False,True,False,False,False,False,False,"conde de aranada, 1, Subdistrict Recoletos, District Barrio de Salamanca, Madrid, Madrid city, Madrid",Barrio de Salamanca,28001.0
"Flat / apartment for rent in Conde de Peñalver, 76",Flat,2565,False,Home Club,90,,2nd,,,2,2,True,True,False,True,False,False,False,False,False,"Conde de Peñalver, 76, Subdistrict Lista, District Barrio de Salamanca, Madrid, Madrid city, Madrid",Barrio de Salamanca,28006.0
"Flat / apartment for rent in calle de josé ortega y gasset, 73",Flat,3510,False,Home Club,100,,5th,,,2,3,True,True,True,True,False,False,False,True,False,"Calle de josé ortega y gasset, 73, Subdistrict Lista, District Barrio de Salamanca, Madrid, Madrid city, Madrid",Barrio de Salamanca,28006.0
"Flat / apartment for rent in calle Padilla, 1",Flat,3375,False,Home Club,98,,3rd,,,2,2,True,True,False,True,False,False,False,False,False,"Calle Padilla, 1, Subdistrict Castellana, District Barrio de Salamanca, Madrid, Madrid city, Madrid",Barrio de Salamanca,28006.0
"Flat / apartment for rent in calle del general oraá, 56",Flat,2970,False,Home Club,90,,3rd,,,2,2,True,True,False,True,False,False,False,False,False,"Calle del general oraá, 56, Subdistrict Castellana, District Barrio de Salamanca, Madrid, Madrid city, Madrid",Barrio de Salamanca,28006.0
"Flat / apartment for rent in calle del general oraá, 52",Flat,2970,False,Home Club,70,,8th,,,2,1,True,True,False,True,True,False,False,False,False,"Calle del general oraá, 52, Subdistrict Castellana, District Barrio de Salamanca, Madrid, Madrid city, Madrid",Barrio de Salamanca,28006.0
Flat / apartment for rent in General pardiñas,Flat,2430,False,Home Club,82,,5th,,,2,2,True,True,False,True,False,False,False,False,False,"General pardiñas, Subdistrict Goya, District Barrio de Salamanca, Madrid, Madrid city, Madrid",Barrio de Salamanca,28006.0
"Flat / apartment for rent in General Pardiñas, 28",Flat,4050,False,Home Club,93,,5th,,,3,2,True,True,False,False,True,False,False,False,False,"General Pardiñas, 28, Subdistrict Goya, District Barrio de Salamanca, Madrid, Madrid city, Madrid",Barrio de Salamanca,28001.0
"Flat / apartment for rent in calle del General Pardiñas, Madrid, 42",Flat,4590,False,Home Club,100,,6th,,,3,2,True,True,False,True,True,False,False,False,False,"Calle del General Pardiñas, Madrid, 42, Subdistrict Goya, District Barrio de Salamanca, Madrid, Madrid city, Madrid",Barrio de Salamanca,28001.0
"Flat / apartment for rent in calle de Maldonado, 64",Flat,3630,False,Luxury Rentals Madrid,76,,3rd,2016.0,,2,2,True,True,False,True,False,False,False,False,False,"Calle de Maldonado, 64, Subdistrict Lista, District Barrio de Salamanca, Madrid, Madrid city, Madrid",Barrio de Salamanca,28006.0
Duplex for rent in Castellana,Duplex,3700,False,Fernanda Schcolnik,170,,6th,1900.0,west,3,2,True,True,True,True,False,False,False,False,False,", Subdistrict Castellana, District Barrio de Salamanca, Madrid, Madrid city, Madrid",Barrio de Salamanca,
"Flat / apartment for rent in calle de José Picón, 18",Flat,1853,False,Home Club,55,,2nd,,,2,1,True,True,False,True,False,True,False,False,False,"Calle de José Picón, 18, Subdistrict Guindalera, District Barrio de Salamanca, Madrid, Madrid city, Madrid",Barrio de Salamanca,28028.0
"Flat / apartment for rent in calle de José Picón, 18",Flat,1853,False,Home Club,55,,2nd,,,2,1,True,True,False,True,False,True,False,False,False,"Calle de José Picón, 18, Subdistrict Guindalera, District Barrio de Salamanca, Madrid, Madrid city, Madrid",Barrio de Salamanca,28028.0
"Flat / apartment for rent in calle de José Picón, 18",Flat,1853,False,Home Club,55,,2nd,,,2,1,True,True,False,True,False,True,False,False,False,"Calle de José Picón, 18, Subdistrict Guindalera, District Barrio de Salamanca, Madrid, Madrid city, Madrid",Barrio de Salamanca,28028.0
Flat / apartment for rent in calle del General Díaz Porlier,Flat,2800,False,SERVICHECK Inmobiliaria,140,,7th,,east,3,2,True,True,False,True,True,False,True,False,False,"Calle del General Díaz Porlier, Subdistrict Goya, District Barrio de Salamanca, Madrid, Madrid city, Madrid",Barrio de Salamanca,28006.0
"Flat / apartment for rent in calle del General Díaz Porlier, 32",Flat,3645,False,Home Club,114,,3rd,,,3,2,True,True,False,True,False,False,False,False,False,"Calle del General Díaz Porlier, 32, Subdistrict Goya, District Barrio de Salamanca, Madrid, Madrid city, Madrid",Barrio de Salamanca,28001.0
Flat / apartment for rent in calle Diego Bahamonde,Flat,1720,False,Homelike,50,,1st,,,1,1,True,True,False,False,False,False,False,False,False,"Calle Diego Bahamonde, Subdistrict Fuente del Berro, District Barrio de Salamanca, Madrid, Madrid city, Madrid",Barrio de Salamanca,28028.0
"Flat / apartment for rent in calle de Velázquez, 113",Flat,2430,False,Home Club,60,,5th,,,1,1,True,True,False,True,False,False,False,False,False,"Calle de Velázquez, 113, Subdistrict Castellana, District Barrio de Salamanca, Madrid, Madrid city, Madrid",Barrio de Salamanca,28006.0
"Flat / apartment for rent in calle de José Ortega y Gasset, 56 D",Flat,3510,False,Home Club,91,,4th,,,2,2,True,True,False,True,False,False,False,False,False,"Calle de José Ortega y Gasset, 56 D, Subdistrict Lista, District Barrio de Salamanca, Madrid, Madrid city, Madrid",Barrio de Salamanca,28006.0
"Flat / apartment for rent in calle de José Picón, 18",Flat,1710,False,Home Club,35,,1st,,,1,1,True,True,False,True,False,False,False,False,False,"Calle de José Picón, 18, Subdistrict Guindalera, District Barrio de Salamanca, Madrid, Madrid city, Madrid",Barrio de Salamanca,28028.0
"Flat / apartment for rent in paseo de Recoletos, 10",Flat,4140,False,Home Club,110,,3rd,,,2,2,True,True,False,True,False,False,False,False,False,"Paseo de Recoletos, 10, Subdistrict Recoletos, District Barrio de Salamanca, Madrid, Madrid city, Madrid",Barrio de Salamanca,28001.0
"Flat / apartment for rent in calle del Príncipe de Vergara, 56",Flat,1750,True,,60,,1st,,north,2,1,True,True,False,True,False,False,False,False,False,"Calle del Príncipe de Vergara, 56, Subdistrict Lista, District Barrio de Salamanca, Madrid, Madrid city, Madrid",Barrio de Salamanca,28006.0
Flat / apartment for rent in calle de Diego de León,Flat,3800,False,Selektia Living,92,,3rd,,north,2,2,True,True,True,True,False,False,False,False,False,"Calle de Diego de León, Subdistrict Castellana, District Barrio de Salamanca, Madrid, Madrid city, Madrid",Barrio de Salamanca,28006.0
Flat / apartment for rent in Goya,Flat,2400,True,,103,,3rd,,west,3,2,True,True,False,True,False,False,False,False,False,", Subdistrict Goya, District Barrio de Salamanca, Madrid, Madrid city, Madrid",Barrio de Salamanca,
"Flat / apartment for rent in calle de María de Molina, 62",Flat,2775,False,VDR Inmogestión,112,103.0,2nd,,south,3,3,True,True,False,True,False,False,True,False,False,"Calle de María de Molina, 62, Subdistrict Lista, District Barrio de Salamanca, Madrid, Madrid city, Madrid",Barrio de Salamanca,28006.0
"Flat / apartment for rent in calle de Don Ramón de la Cruz, 60",Flat,1600,True,,85,,1st,,,3,1,True,True,False,True,False,False,False,False,False,"Calle de Don Ramón de la Cruz, 60, Subdistrict Goya, District Barrio de Salamanca, Madrid, Madrid city, Madrid",Barrio de Salamanca,28001.0
Flat / apartment for rent in calle de José Ortega y Gasset,Flat,12000,False,Trio asesores inmobiliarios,461,334.0,2nd,2003.0,,4,3,True,True,True,True,False,True,True,True,False,"Calle de José Ortega y Gasset, Subdistrict Castellana, District Barrio de Salamanca, Madrid, Madrid city, Madrid",Barrio de Salamanca,
Flat / apartment for rent in Castellana,Flat,5700,False,Engel & Völkers Madrid,260,210.0,4th,2005.0,,4,5,True,True,True,True,False,True,True,False,False,", Subdistrict Castellana, District Barrio de Salamanca, Madrid, Madrid city, Madrid",Barrio de Salamanca,
"Flat / apartment for rent in calle de José Picón, 18",Flat,1615,False,Home Club,35,,ground,,,1,1,True,True,False,True,True,False,False,False,False,"Calle de José Picón, 18, Subdistrict Guindalera, District Barrio de Salamanca, Madrid, Madrid city, Madrid",Barrio de Salamanca,28028.0
"Flat / apartment for rent in calle de Hermosilla, 91",Flat,1610,True,,82,75.0,1st,,west,2,2,True,True,False,True,True,False,False,False,False,"Calle de Hermosilla, 91, Subdistrict Goya, District Barrio de Salamanca, Madrid, Madrid city, Madrid",Barrio de Salamanca,28001.0
"Flat / apartment for rent in calle de José Picón, 18",Flat,1615,False,Home Club,32,,ground,,,1,1,True,True,False,True,True,False,False,False,False,"Calle de José Picón, 18, Subdistrict Guindalera, District Barrio de Salamanca, Madrid, Madrid city, Madrid",Barrio de Salamanca,28028.0
Flat / apartment for rent in calle de Claudio Coello,Flat,7000,False,S C A L A | Properties,258,,6th,1906.0,east,3,4,True,True,False,True,False,False,True,False,False,"Calle de Claudio Coello, Subdistrict Castellana, District Barrio de Salamanca, Madrid, Madrid city, Madrid",Barrio de Salamanca,
Flat / apartment for rent in calle de Jorge Juan,Flat,1400,False,Emmanuel Integra,95,80.0,2nd,,,2,2,True,True,False,False,False,False,False,False,False,"Calle de Jorge Juan, Subdistrict Recoletos, District Barrio de Salamanca, Madrid, Madrid city, Madrid",Barrio de Salamanca,
Flat / apartment for rent in calle de Jorge Juan,Flat,1400,False,Domus Aurea Capital,75,,2nd,1980.0,east,2,2,True,True,False,True,False,False,False,False,False,"Calle de Jorge Juan, Subdistrict Recoletos, District Barrio de Salamanca, Madrid, Madrid city, Madrid",Barrio de Salamanca,
Flat / apartment for rent in calle del Príncipe de Vergara,Flat,2650,False,ukio spain s.l,60,,6th,,,2,2,True,True,False,True,False,False,False,False,False,"Calle del Príncipe de Vergara, Subdistrict Lista, District Barrio de Salamanca, Madrid, Madrid city, Madrid",Barrio de Salamanca,28006.0
Flat / apartment for rent in calle Villalar,Flat,7000,False,LEVEL REAL ESTATE,177,,4th,,east,3,4,True,True,False,True,False,True,False,False,False,"Calle Villalar, Subdistrict Recoletos, District Barrio de Salamanca, Madrid, Madrid city, Madrid",Barrio de Salamanca,28001.0
Flat / apartment for rent in Castellana,Flat,7000,False,Engel & Völkers Madrid,222,,,,,3,4,True,True,False,True,False,True,False,False,False,", Subdistrict Castellana, District Barrio de Salamanca, Madrid, Madrid city, Madrid",Barrio de Salamanca,
Flat / apartment for rent in Castellana,Flat,5700,False,THE SIBARIST Property & Homes,260,,4th,,north,4,5,True,True,True,True,False,False,False,False,False,", Subdistrict Castellana, District Barrio de Salamanca, Madrid, Madrid city, Madrid",Barrio de Salamanca,
Flat / apartment for rent in calle de Diego de León,Flat,3500,False,Selektia Living,100,,2nd,,south,2,2,True,True,False,True,True,True,False,False,False,"Calle de Diego de León, Subdistrict Castellana, District Barrio de Salamanca, Madrid, Madrid city, Madrid",Barrio de Salamanca,28006.0
Flat / apartment for rent in calle del General Pardiñas,Flat,4500,False,Selektia Living,150,,3rd,,east,3,3,True,True,False,True,False,True,False,False,False,"Calle del General Pardiñas, Subdistrict Lista, District Barrio de Salamanca, Madrid, Madrid city, Madrid",Barrio de Salamanca,28006.0
Flat / apartment for rent in Castellana,Flat,7000,False,BARNES International,257,,1st,1906.0,east,3,3,True,True,False,False,False,False,False,False,False,", Subdistrict Castellana, District Barrio de Salamanca, Madrid, Madrid city, Madrid",Barrio de Salamanca,
Flat / apartment for rent in calle de Lagasca,Flat,14500,False,HOMECOLLECTION,345,,7th,2018.0,west,4,4,True,True,True,True,True,False,True,True,False,"Calle de Lagasca, Subdistrict Castellana, District Barrio de Salamanca, Madrid, Madrid city, Madrid",Barrio de Salamanca,28006.0
Flat / apartment for rent in Av. de los Toreros,Flat,2130,False,BLUEGROUND ESPAÑA S.L.U.,47,46.0,5th,1954.0,,1,1,True,True,False,True,False,True,False,False,False,"Av. de los Toreros, Urb. Guindalera, Subdistrict Guindalera, District Barrio de Salamanca, Madrid, Madrid city, Madrid",Barrio de Salamanca,28028.0
Flat / apartment for rent in Recoletos,Flat,2700,False,Promora Madrid,139,,3rd,,,2,2,True,True,False,False,False,False,True,False,False,", Subdistrict Recoletos, District Barrio de Salamanca, Madrid, Madrid city, Madrid",Barrio de Salamanca,
Flat / apartment for rent in calle Serrano,Flat,8500,False,Foris,320,300.0,4th,1930.0,south,4,4,True,True,True,True,False,True,True,False,False,"Calle Serrano, Subdistrict Recoletos, District Barrio de Salamanca, Madrid, Madrid city, Madrid",Barrio de Salamanca,
Flat / apartment for rent in Castellana,Flat,4700,False,BARNES International,100,,5th,,south,2,2,True,True,False,False,False,False,False,False,False,", Subdistrict Castellana, District Barrio de Salamanca, Madrid, Madrid city, Madrid",Barrio de Salamanca,
"Flat / apartment for rent in calle del General Oraá, 32",Flat,7790,False,OPTIMA INVESTMENTS,347,346.0,ground,1975.0,,1,2,True,True,False,False,False,False,False,False,False,"Calle del General Oraá, 32, Subdistrict Castellana, District Barrio de Salamanca, Madrid, Madrid city, Madrid",Barrio de Salamanca,28006.0
"Flat / apartment for rent in calle del Conde de Aranda, 9",Flat,2835,False,Home Club,69,,2nd,,,1,1,True,True,False,True,False,False,False,False,False,"Calle del Conde de Aranda, 9, Subdistrict Recoletos, District Barrio de Salamanca, Madrid, Madrid city, Madrid",Barrio de Salamanca,28001.0
Penthouse for rent in calle del General Pardiñas,Penthouse,1550,False,Altor Asesores,59,,9th,,west,1,1,True,True,False,True,True,False,False,False,False,"Calle del General Pardiñas, Subdistrict Lista, District Barrio de Salamanca, Madrid, Madrid city, Madrid",Barrio de Salamanca,28006.0
Flat / apartment for rent in calle de Núñez de Balboa,Flat,4200,False,inalquiler madrid,260,,2nd,,east,6,4,True,True,False,True,False,False,False,False,False,"Calle de Núñez de Balboa, Subdistrict Castellana, District Barrio de Salamanca, Madrid, Madrid city, Madrid",Barrio de Salamanca,
Flat / apartment for rent in calle de Jorge Juan,Flat,1400,False,S C A L A | Properties,88,80.0,2nd,1980.0,east,2,2,True,True,False,True,False,False,False,False,False,"Calle de Jorge Juan, Subdistrict Recoletos, District Barrio de Salamanca, Madrid, Madrid city, Madrid",Barrio de Salamanca,
Flat / apartment for rent in calle de Alcalá,Flat,1400,False,Inmobiliaria Sanser-Retiro,92,,3rd,,east,2,1,True,True,False,True,False,False,False,False,False,"Calle de Alcalá, Subdistrict Guindalera, District Barrio de Salamanca, Madrid, Madrid city, Madrid",Barrio de Salamanca,
Flat / apartment for rent in Castellana,Flat,4400,False,BARNES International,84,,4th,2012.0,south,1,1,True,True,False,False,True,False,False,False,False,", Subdistrict Castellana, District Barrio de Salamanca, Madrid, Madrid city, Madrid",Barrio de Salamanca,
Flat / apartment for rent in Castellana,Flat,14000,False,BARNES International,300,,9th,2012.0,,2,1,True,True,False,False,True,False,False,False,False,", Subdistrict Castellana, District Barrio de Salamanca, Madrid, Madrid city, Madrid",Barrio de Salamanca,
Flat / apartment for rent in Lista,Flat,3300,False,Promora Madrid,158,,4th,,,3,1,True,True,False,True,False,False,False,False,False,", Subdistrict Lista, District Barrio de Salamanca, Madrid, Madrid city, Madrid",Barrio de Salamanca,
Flat / apartment for rent in calle Marqués de Zafra,Flat,1500,False,RENTA GARANTIZADA S.A,140,105.0,2nd,,,4,2,True,True,False,False,True,False,False,False,False,"Calle Marqués de Zafra, Subdistrict Fuente del Berro, District Barrio de Salamanca, Madrid, Madrid city, Madrid",Barrio de Salamanca,28028.0
Flat / apartment for rent in Castellana,Flat,4200,False,BARNES International,105,,1st,2012.0,south,2,2,True,True,False,False,False,False,False,False,False,", Subdistrict Castellana, District Barrio de Salamanca, Madrid, Madrid city, Madrid",Barrio de Salamanca,
Flat / apartment for rent in calle de Lagasca,Flat,2200,False,Gestora Isabel Salinas,70,,2nd,,,1,1,True,True,False,True,False,False,False,False,False,"Calle de Lagasca, Subdistrict Recoletos, District Barrio de Salamanca, Madrid, Madrid city, Madrid",Barrio de Salamanca,28006.0
"Studio flat for rent in calle de Juan Bravo, 58",Studio,800,True,,30,,7th,,east,0,1,True,True,False,True,False,False,False,True,False,"Calle de Juan Bravo, 58, Subdistrict Lista, District Barrio de Salamanca, Madrid, Madrid city, Madrid",Barrio de Salamanca,28006.0
Flat / apartment for rent in calle de José Ortega y Gasset,Flat,4500,False,VERALTIA,200,,5th,,,3,2,True,True,False,True,False,False,False,False,False,"Calle de José Ortega y Gasset, Subdistrict Castellana, District Barrio de Salamanca, Madrid, Madrid city, Madrid",Barrio de Salamanca,
Penthouse for rent in calle de Jorge Juan,Penthouse,6500,False,Home Select,200,,4th,,south,2,3,True,True,False,True,True,False,False,False,False,"Calle de Jorge Juan, Subdistrict Recoletos, District Barrio de Salamanca, Madrid, Madrid city, Madrid",Barrio de Salamanca,
"Flat / apartment for rent in calle de Ayala, 99",Flat,2800,False,Mp3 servicios inmobiliarios,210,,1st,,south,5,2,True,True,False,True,False,False,True,False,False,"Calle de Ayala, 99, Subdistrict Goya, District Barrio de Salamanca, Madrid, Madrid city, Madrid",Barrio de Salamanca,28006.0
Duplex for rent in Recoletos,Duplex,3800,False,MADRIDEM,174,151.0,5th,,,2,2,True,True,False,True,True,False,False,False,False,", Subdistrict Recoletos, District Barrio de Salamanca, Madrid, Madrid city, Madrid",Barrio de Salamanca,
"Flat / apartment for rent in calle de Serrano, 120",Flat,6200,False,Nuevo Concepto Servicios Inmobiliarios,220,207.0,3rd,1918.0,west,4,3,True,True,True,True,False,True,False,False,False,"Calle de Serrano, 120, Subdistrict Castellana, District Barrio de Salamanca, Madrid, Madrid city, Madrid",Barrio de Salamanca,28006.0
"Flat / apartment for rent in calle de Núñez de Balboa, 99",Flat,3100,True,,160,,3rd,,,4,3,True,True,False,True,False,False,False,False,False,"Calle de Núñez de Balboa, 99, Subdistrict Castellana, District Barrio de Salamanca, Madrid, Madrid city, Madrid",Barrio de Salamanca,28006.0
Flat / apartment for rent in calle de María de Molina,Flat,5000,False,ADVENIRE,300,,3rd,,,4,4,True,True,True,True,False,True,False,False,False,"Calle de María de Molina, Subdistrict Castellana, District Barrio de Salamanca, Madrid, Madrid city, Madrid",Barrio de Salamanca,
Penthouse for rent in Recoletos,Penthouse,3800,False,BARNES International,153,,,1920.0,east,2,2,True,True,False,False,True,False,False,False,False,", Subdistrict Recoletos, District Barrio de Salamanca, Madrid, Madrid city, Madrid",Barrio de Salamanca,
Flat / apartment for rent in calle de Velázquez,Flat,2700,False,HousinGo,138,,,1965.0,,2,2,True,True,False,True,False,False,False,False,False,"Calle de Velázquez, Subdistrict Recoletos, District Barrio de Salamanca, Madrid, Madrid city, Madrid",Barrio de Salamanca,
Flat / apartment for rent in calle de Alcalá,Flat,4000,False,LEVEL REAL ESTATE,127,,1st,1900.0,north,3,2,True,True,False,True,False,True,False,False,False,"Calle de Alcalá, Subdistrict Goya, District Barrio de Salamanca, Madrid, Madrid city, Madrid",Barrio de Salamanca,
Flat / apartment for rent in calle del Príncipe de Vergara,Flat,3600,False,Abitare Connection,145,126.0,145,,,2,3,True,True,False,True,False,False,False,False,False,"Calle del Príncipe de Vergara, Subdistrict Recoletos, District Barrio de Salamanca, Madrid, Madrid city, Madrid",Barrio de Salamanca,28006.0
Flat / apartment for rent in calle del Príncipe de Vergara,Flat,7900,False,Selektia Living,220,,2nd,,east,3,3,True,True,False,True,True,True,False,False,False,"Calle del Príncipe de Vergara, Subdistrict Recoletos, District Barrio de Salamanca, Madrid, Madrid city, Madrid",Barrio de Salamanca,28006.0
Flat / apartment for rent in calle del Príncipe de Vergara,Flat,3500,False,SERVICHECK Inmobiliaria,200,190.0,2nd,,west,3,2,True,True,False,True,True,False,False,False,False,"Calle del Príncipe de Vergara, Subdistrict Goya, District Barrio de Salamanca, Madrid, Madrid city, Madrid",Barrio de Salamanca,28006.0
Flat / apartment for rent in calle Serrano,Flat,2250,False,SERVICHECK Inmobiliaria,117,104.0,4th,,north,3,2,True,True,False,True,False,False,False,False,False,"Calle Serrano, Subdistrict Castellana, District Barrio de Salamanca, Madrid, Madrid city, Madrid",Barrio de Salamanca,
"Flat / apartment for rent in calle de Juan Bravo, 70",Flat,2000,True,,124,,1st,,east,3,2,True,True,False,True,True,False,False,False,False,"Calle de Juan Bravo, 70, Subdistrict Lista, District Barrio de Salamanca, Madrid, Madrid city, Madrid",Barrio de Salamanca,28006.0
Penthouse for rent in Recoletos,Penthouse,8000,False,TOP TEAM REAL ESTATE,267,,5th,,,3,5,True,True,True,True,True,False,False,False,False,", Subdistrict Recoletos, District Barrio de Salamanca, Madrid, Madrid city, Madrid",Barrio de Salamanca,
Flat / apartment for rent in Av. de los Toreros,Flat,2490,False,BLUEGROUND ESPAÑA S.L.U.,92,91.0,1st,1954.0,,3,2,True,True,False,True,True,False,False,False,False,"Av. de los Toreros, Urb. Guindalera, Subdistrict Guindalera, District Barrio de Salamanca, Madrid, Madrid city, Madrid",Barrio de Salamanca,28028.0
Flat / apartment for rent in Av. de los Toreros,Flat,2550,False,BLUEGROUND ESPAÑA S.L.U.,92,91.0,1st,1954.0,,3,2,True,True,False,True,True,False,False,False,False,"Av. de los Toreros, Urb. Guindalera, Subdistrict Guindalera, District Barrio de Salamanca, Madrid, Madrid city, Madrid",Barrio de Salamanca,28028.0
Flat / apartment for rent in Castellana,Flat,2400,False,Cocoa Real Estate,110,,2nd,,south,3,2,True,True,False,True,True,True,False,False,False,", Subdistrict Castellana, District Barrio de Salamanca, Madrid, Madrid city, Madrid",Barrio de Salamanca,
Flat / apartment for rent in calle Claudio Coello,Flat,2400,False,Emmanuel Integra,135,115.0,2nd,,east,3,2,True,True,False,True,False,True,False,False,False,"Calle Claudio Coello, Subdistrict Castellana, District Barrio de Salamanca, Madrid, Madrid city, Madrid",Barrio de Salamanca,
Flat / apartment for rent in calle Claudio Coello,Flat,2400,False,Sweet Homes Real Estate,110,99.0,2nd,1996.0,south,3,1,True,True,False,True,False,True,False,False,False,"Calle Claudio Coello, Subdistrict Castellana, District Barrio de Salamanca, Madrid, Madrid city, Madrid",Barrio de Salamanca,
"Penthouse for rent in calle de Lagasca, 5",Penthouse,1450,False,BE PREMIUM,55,,6th,,,1,1,True,True,False,True,False,False,False,False,False,"Calle de Lagasca, 5, Subdistrict Recoletos, District Barrio de Salamanca, Madrid, Madrid city, Madrid",Barrio de Salamanca,28001.0
Flat / apartment for rent in Goya,Flat,3500,False,BARNES International,311,,3rd,1977.0,west,2,2,True,True,True,False,True,False,False,False,False,", Subdistrict Goya, District Barrio de Salamanca, Madrid, Madrid city, Madrid",Barrio de Salamanca,
"Flat / apartment for rent in calle del Conde de Vilches, 10",Flat,1100,False,JCH Servicios Inmobiliarios,60,58.0,2nd,1996.0,west,2,1,True,True,False,True,False,False,False,False,False,"Calle del Conde de Vilches, 10, Subdistrict Guindalera, District Barrio de Salamanca, Madrid, Madrid city, Madrid",Barrio de Salamanca,28028.0
Studio flat for rent in calle de Maldonado,Studio,1709,False,Homelike,46,,1st,,,0,1,True,True,False,True,False,False,False,False,False,"Calle de Maldonado, Subdistrict Lista, District Barrio de Salamanca, Madrid, Madrid city, Madrid",Barrio de Salamanca,
Flat / apartment for rent in Castellana,Flat,4300,False,Pau´s Choice,198,175.0,5th,1986.0,west,3,3,True,True,False,True,False,False,True,False,False,", Subdistrict Castellana, District Barrio de Salamanca, Madrid, Madrid city, Madrid",Barrio de Salamanca,
"Flat / apartment for rent in calle de Velázquez, 18",Flat,3105,False,Home Club,74,,2nd,,,2,1,True,True,False,True,False,False,False,False,False,"Calle de Velázquez, 18, Subdistrict Recoletos, District Barrio de Salamanca, Madrid, Madrid city, Madrid",Barrio de Salamanca,28001.0
Flat / apartment for rent in C. de Recoletos,Flat,2490,False,BLUEGROUND ESPAÑA S.L.U.,48,47.0,4th,1989.0,,1,1,True,True,False,True,False,False,False,False,False,"C. de Recoletos, Urb. Recoletos, Subdistrict Recoletos, District Barrio de Salamanca, Madrid, Madrid city, Madrid",Barrio de Salamanca,28001.0
Flat / apartment for rent in Calle de María de Molina,Flat,2900,False,Altor Asesores,177,,5th,,west,3,2,True,True,False,True,False,False,False,False,False,"Calle de María de Molina, Subdistrict Castellana, District Barrio de Salamanca, Madrid, Madrid city, Madrid",Barrio de Salamanca,
"Flat / apartment for rent in calle del Porvenir, 8",Flat,975,True,,60,,3rd,,west,2,1,True,True,False,True,False,False,False,False,False,"Calle del Porvenir, 8, Subdistrict Fuente del Berro, District Barrio de Salamanca, Madrid, Madrid city, Madrid",Barrio de Salamanca,28028.0
Penthouse for rent in Recoletos,Penthouse,3900,False,Vanrays,90,80.0,9th,,east,1,1,True,True,False,True,True,False,False,False,False,", Subdistrict Recoletos, District Barrio de Salamanca, Madrid, Madrid city, Madrid",Barrio de Salamanca,
Flat / apartment for rent in calle de Serrano,Flat,4300,False,Home Boutique,229,160.0,5th,1939.0,west,3,4,True,True,False,True,False,False,True,False,False,"Calle de Serrano, Subdistrict Castellana, District Barrio de Salamanca, Madrid, Madrid city, Madrid",Barrio de Salamanca,
"Flat / apartment for rent in calle de Claudio Coello, Madrid",Flat,1700,False,Mariateencuentracasa,55,50.0,3rd,1950.0,south,2,1,True,True,False,True,False,False,False,False,False,"Calle de Claudio Coello, Madrid, Subdistrict Castellana, District Barrio de Salamanca, Madrid, Madrid city, Madrid",Barrio de Salamanca,
Flat / apartment for rent in avenida de Camilo José Cela,Flat,1300,False,Redpiso,83,63.0,3rd,,,2,2,True,True,True,True,False,False,True,True,False,"Avenida de Camilo José Cela, Subdistrict Guindalera, District Barrio de Salamanca, Madrid, Madrid city, Madrid",Barrio de Salamanca,
Flat / apartment for rent in calle de Velázquez,Flat,3950,False,ukio spain s.l,140,,2nd,,,3,2,True,True,False,True,False,False,False,False,False,"Calle de Velázquez, Subdistrict Recoletos, District Barrio de Salamanca, Madrid, Madrid city, Madrid",Barrio de Salamanca,
"Flat / apartment for rent in calle del Príncipe de Vergara, 22",Flat,3500,False,Be Premium Real Estate,200,190.0,2nd,,west,3,2,True,True,False,True,False,True,False,False,False,"Calle del Príncipe de Vergara, 22, Subdistrict Goya, District Barrio de Salamanca, Madrid, Madrid city, Madrid",Barrio de Salamanca,28001.0
Flat / apartment for rent in calle del Conde de Aranda,Flat,5500,False,Domus Aurea Capital,283,,1st,2017.0,north,3,5,True,True,False,True,False,True,False,False,False,"Calle del Conde de Aranda, Subdistrict Recoletos, District Barrio de Salamanca, Madrid, Madrid city, Madrid",Barrio de Salamanca,28001.0
"Flat / apartment for rent in calle de Alcántara, 34",Flat,1200,True,,66,56.0,1st,,,2,1,True,True,False,True,False,False,False,False,False,"Calle de Alcántara, 34, Subdistrict Lista, District Barrio de Salamanca, Madrid, Madrid city, Madrid",Barrio de Salamanca,28006.0
"Flat / apartment for rent in calle de Claudio Coello, 122",Flat,2250,False,Fiteni sl,127,,2nd,,,2,2,True,True,False,True,False,False,False,False,False,"Calle de Claudio Coello, 122, Subdistrict Castellana, District Barrio de Salamanca, Madrid, Madrid city, Madrid",Barrio de Salamanca,28006.0
